,MW
GTPtex_reverse_num3,121.1028
GTPtex_reverse_num4,117.9984
GUAtex_reverse,33.5886
Htex_reverse_num1,41.2193
Htex_reverse_num2,116.7646
Htex_reverse_num3,117.9984
Htex_reverse_num4,121.1028
H2tex_reverse_num1,41.2193
H2tex_reverse_num2,116.7646
H2tex_reverse_num3,117.9984
H2tex_reverse_num4,121.1028
H2Otex_reverse_num1,41.2193
H2Otex_reverse_num2,121.1028
H2Otex_reverse_num3,34.9128
H2Otex_reverse_num4,27.1999
H2Otex_reverse_num5,37.2003
H2Otex_reverse_num6,116.7646
H2Otex_reverse_num7,117.9984
DAPtex_reverse_num1,41.2193
DAPtex_reverse_num2,116.7646
DAPtex_reverse_num3,117.9984
DAPtex_reverse_num4,121.1028
12PPDStex_reverse_num1,41.2193
12PPDStex_reverse_num2,116.7646
12PPDStex_reverse_num3,117.9984
12PPDStex_reverse_num4,121.1028
DDGLCNtex_reverse_num1,41.2193
DDGLCNtex_reverse_num2,116.7646
DDGLCNtex_reverse_num3,117.9984
DDGLCNtex_reverse_num4,121.1028
26DAHtex_reverse_num1,41.2193
26DAHtex_reverse_num2,116.7646
26DAHtex_reverse_num3,117.9984
26DAHtex_reverse_num4,121.1028
HCINNMtex_reverse_num1,41.2193
HCINNMtex_reverse_num2,116.7646
HCINNMtex_reverse_num3,117.9984
HCINNMtex_reverse_num4,121.1028
HPPPNtex_reverse_num1,121.1028
HPPPNtex_reverse_num2,117.9984
HPPPNtex_reverse_num3,41.2193
HPPPNtex_reverse_num4,116.7646
ACtex_reverse_num1,41.2193
ACtex_reverse_num2,116.7646
ACtex_reverse_num3,117.9984
ACtex_reverse_num4,121.1028
ACALDtex_reverse_num1,41.2193
ACALDtex_reverse_num2,116.7646
ACALDtex_reverse_num3,117.9984
ACALDtex_reverse_num4,121.1028
ACMANAtex_reverse_num1,117.9984
ACMANAtex_reverse_num2,121.1028
ACMANAtex_reverse_num3,116.7646
ACMANAtex_reverse_num4,41.2193
ACACT7r_reverse_num1,46.53
ACACT7r_reverse_num2,81.7516
ACACT2r_reverse_num1,46.53
ACACT2r_reverse_num2,81.7516
ACACT3r_reverse_num1,46.53
ACACT3r_reverse_num2,81.7516
ACACT4r_reverse_num1,46.53
ACACT4r_reverse_num2,81.7516
SUCFUMtpp_reverse_num1,48.4117
SUCFUMtpp_reverse_num2,47.9347
SUCFUMtpp_reverse_num3,45.7502
TARTRt7pp_reverse,52.9058
AHGDx_reverse,176.701
AKGt2rpp_reverse,47.052
THMDt2pp_copy2_reverse,46.1393
TRPt2rpp_reverse_num1,45.2101
TRPt2rpp_reverse_num2,44.332
TRPt2rpp_reverse_num3,49.6895
TYRt2rpp_reverse_num1,42.8186
TYRt2rpp_reverse_num2,49.6895
URIt2pp_copy2_reverse,46.1393
XTSNt2rpp_reverse,46.1393
GALtex_reverse_num1,41.2193
GALtex_reverse_num2,116.7646
GALtex_reverse_num3,117.9984
GALtex_reverse_num4,121.1028
GALCTtex_reverse_num1,41.2193
GALCTtex_reverse_num2,116.7646
GALCTtex_reverse_num3,117.9984
GALCTtex_reverse_num4,121.1028
GALCTNtex_reverse_num1,41.2193
GALCTNtex_reverse_num2,116.7646
GALCTNtex_reverse_num3,117.9984
GALCTNtex_reverse_num4,121.1028
GALTtex_reverse_num1,41.2193
GALTtex_reverse_num2,116.7646
GALTtex_reverse_num3,117.9984
GALTtex_reverse_num4,121.1028
GALURtex_reverse_num1,41.2193
GALURtex_reverse_num2,116.7646
GALURtex_reverse_num3,117.9984
GALURtex_reverse_num4,121.1028
ACACt2pp_reverse,47.5272
TKT2_reverse_num1,144.4218
TKT2_reverse_num2,73.0418
GAMtex_reverse_num1,41.2193
GAMtex_reverse_num2,116.7646
GAMtex_reverse_num3,117.9984
GAMtex_reverse_num4,121.1028
GBBTNtex_reverse_num1,41.2193
GBBTNtex_reverse_num2,116.7646
GBBTNtex_reverse_num3,117.9984
GBBTNtex_reverse_num4,121.1028
ARBt2rpp_reverse,51.6839
ARGAGMt7pp_reverse,93.6841
ASNt2rpp_reverse,54.2324
HIStex_reverse_num1,41.2193
HIStex_reverse_num2,116.7646
HIStex_reverse_num3,117.9984
HIStex_reverse_num4,121.1028
HXAtex_reverse_num1,41.2193
HXAtex_reverse_num2,116.7646
HXAtex_reverse_num3,117.9984
HXAtex_reverse_num4,121.1028
HYXNtex_reverse_num1,117.9984
HYXNtex_reverse_num2,121.1028
HYXNtex_reverse_num3,116.7646
HYXNtex_reverse_num4,41.2193
IDONtex_reverse_num1,41.2193
IDONtex_reverse_num2,116.7646
IDONtex_reverse_num3,117.9984
IDONtex_reverse_num4,121.1028
ILEtex_reverse_num1,41.2193
ILEtex_reverse_num2,116.7646
ILEtex_reverse_num3,117.9984
ILEtex_reverse_num4,121.1028
INSTtex_reverse_num1,41.2193
INSTtex_reverse_num2,116.7646
INSTtex_reverse_num3,117.9984
INSTtex_reverse_num4,121.1028
INStex_reverse,33.5886
Ktex_reverse_num1,41.2193
Ktex_reverse_num2,116.7646
Ktex_reverse_num3,117.9984
Ktex_reverse_num4,121.1028
D_LACtex_reverse_num1,41.2193
D_LACtex_reverse_num2,116.7646
D_LACtex_reverse_num3,117.9984
D_LACtex_reverse_num4,121.1028
FRULYStex_reverse_num1,41.2193
FRULYStex_reverse_num2,116.7646
FRULYStex_reverse_num3,117.9984
FRULYStex_reverse_num4,121.1028
GALCTt2rpp_reverse_num1,49.1415
GALCTt2rpp_reverse_num2,49.0087
ASPtex_reverse_num1,41.2193
ASPtex_reverse_num2,116.7646
ASPtex_reverse_num3,117.9984
ASPtex_reverse_num4,121.1028
ACt2rpp_reverse,20.0706
ATPS4rpp_reverse_num1,543.6382
ATPS4rpp_reverse_num2,530.0066
INDOLEtex_reverse_num1,41.2193
INDOLEtex_reverse_num2,116.7646
INDOLEtex_reverse_num3,117.9984
INDOLEtex_reverse_num4,121.1028
L_LACtex_reverse_num1,121.1028
L_LACtex_reverse_num2,117.9984
L_LACtex_reverse_num3,41.2193
L_LACtex_reverse_num4,116.7646
ADEt2rpp_reverse_num1,46.8652
ADEt2rpp_reverse_num2,48.8675
ADEt2rpp_reverse_num3,46.9331
ADNt2pp_copy2_reverse,46.1393
ALLTNt2rpp_reverse,52.4554
ECOAH8_reverse_num1,77.0713
ECOAH8_reverse_num2,159.1859
GUAtpp_reverse_num1,46.7574
GUAtpp_reverse_num2,45.7109
HYXNtpp_reverse_num1,45.7109
HYXNtpp_reverse_num2,46.7574
GLCRtex_reverse_num1,41.2193
GLCRtex_reverse_num2,116.7646
GLCRtex_reverse_num3,117.9984
GLCRtex_reverse_num4,121.1028
GLCNtex_reverse_num1,41.2193
GLCNtex_reverse_num2,116.7646
GLCNtex_reverse_num3,117.9984
GLCNtex_reverse_num4,121.1028
GLCURtex_reverse_num1,41.2193
GLCURtex_reverse_num2,116.7646
GLCURtex_reverse_num3,117.9984
GLCURtex_reverse_num4,121.1028
GLNtex_reverse_num1,121.1028
GLNtex_reverse_num2,117.9984
GLNtex_reverse_num3,41.2193
GLNtex_reverse_num4,116.7646
O2tex_reverse_num1,41.2193
O2tex_reverse_num2,116.7646
O2tex_reverse_num3,117.9984
O2tex_reverse_num4,121.1028
OCTAtex_reverse_num1,41.2193
OCTAtex_reverse_num2,116.7646
OCTAtex_reverse_num3,117.9984
OCTAtex_reverse_num4,121.1028
ORNtex_reverse_num1,41.2193
ORNtex_reverse_num2,116.7646
ORNtex_reverse_num3,117.9984
ORNtex_reverse_num4,121.1028
ECOAH5_reverse_num1,77.0713
ECOAH5_reverse_num2,159.1859
FUCtpp_reverse,47.5443
CYTDt2pp_copy2_reverse,46.1393
DDGLCNt2rpp_reverse,33.6689
RMNtex_reverse_num1,117.9984
RMNtex_reverse_num2,116.7646
RMNtex_reverse_num3,121.1028
RMNtex_reverse_num4,41.2193
PHEtex_reverse_num1,41.2193
PHEtex_reverse_num2,116.7646
PHEtex_reverse_num3,117.9984
PHEtex_reverse_num4,121.1028
PItex_reverse_num1,41.2193
PItex_reverse_num2,116.7646
PItex_reverse_num3,117.9984
PItex_reverse_num4,121.1028
TRSARr_reverse_num1,123.2009
TRSARr_reverse_num2,30.4271
PNTOtex_reverse_num1,41.2193
PNTOtex_reverse_num2,116.7646
PNTOtex_reverse_num3,117.9984
PNTOtex_reverse_num4,121.1028
PPPNtex_reverse_num1,41.2193
PPPNtex_reverse_num2,116.7646
PPPNtex_reverse_num3,117.9984
PPPNtex_reverse_num4,121.1028
PPTtex_reverse_num1,41.2193
PPTtex_reverse_num2,116.7646
PPTtex_reverse_num3,117.9984
PPTtex_reverse_num4,121.1028
PTRCtex_reverse_num1,41.2193
PTRCtex_reverse_num2,116.7646
PTRCtex_reverse_num3,117.9984
PTRCtex_reverse_num4,121.1028
PYRtex_reverse_num1,41.2193
PYRtex_reverse_num2,116.7646
PYRtex_reverse_num3,117.9984
PYRtex_reverse_num4,121.1028
DSERtex_reverse_num1,41.2193
DSERtex_reverse_num2,116.7646
DSERtex_reverse_num3,117.9984
DSERtex_reverse_num4,121.1028
SERtex_reverse_num1,41.2193
SERtex_reverse_num2,116.7646
SERtex_reverse_num3,117.9984
SERtex_reverse_num4,121.1028
SO4tex_reverse_num1,41.2193
SO4tex_reverse_num2,116.7646
SO4tex_reverse_num3,117.9984
SO4tex_reverse_num4,121.1028
SPMDtex_reverse_num1,117.9984
SPMDtex_reverse_num2,121.1028
SPMDtex_reverse_num3,116.7646
SPMDtex_reverse_num4,41.2193
SUCCtex_reverse_num1,41.2193
SUCCtex_reverse_num2,116.7646
SUCCtex_reverse_num3,117.9984
SUCCtex_reverse_num4,121.1028
SUCRtex_reverse_num1,41.2193
SUCRtex_reverse_num2,116.7646
SUCRtex_reverse_num3,117.9984
SUCRtex_reverse_num4,121.1028
TARTRtex_reverse_num1,41.2193
TARTRtex_reverse_num2,116.7646
TARTRtex_reverse_num3,117.9984
TARTRtex_reverse_num4,121.1028
TAURtex_reverse_num1,41.2193
TAURtex_reverse_num2,116.7646
TAURtex_reverse_num3,117.9984
TAURtex_reverse_num4,121.1028
THRtex_reverse_num1,41.2193
THRtex_reverse_num2,116.7646
THRtex_reverse_num3,117.9984
THRtex_reverse_num4,121.1028
THMDtex_reverse_num1,41.2193
THMDtex_reverse_num2,116.7646
THMDtex_reverse_num3,117.9984
THMDtex_reverse_num4,121.1028
METDtex_reverse_num1,41.2193
METDtex_reverse_num2,116.7646
METDtex_reverse_num3,117.9984
METDtex_reverse_num4,121.1028
METtex_reverse_num1,41.2193
METtex_reverse_num2,116.7646
METtex_reverse_num3,117.9984
METtex_reverse_num4,121.1028
MNLtex_reverse_num1,116.7646
MNLtex_reverse_num2,41.2193
MNLtex_reverse_num3,121.1028
MNLtex_reverse_num4,117.9984
NAtex_reverse_num1,41.2193
NAtex_reverse_num2,116.7646
NAtex_reverse_num3,117.9984
NAtex_reverse_num4,121.1028
NACtex_reverse_num1,41.2193
NACtex_reverse_num2,116.7646
NACtex_reverse_num3,117.9984
NACtex_reverse_num4,121.1028
NH4tex_reverse_num1,116.7646
NH4tex_reverse_num2,41.2193
NH4tex_reverse_num3,121.1028
NH4tex_reverse_num4,117.9984
BUTtex_reverse_num1,41.2193
BUTtex_reverse_num2,116.7646
BUTtex_reverse_num3,117.9984
BUTtex_reverse_num4,121.1028
CHLtex_reverse_num1,41.2193
CHLtex_reverse_num2,116.7646
CHLtex_reverse_num3,117.9984
CHLtex_reverse_num4,121.1028
CO2tex_reverse_num1,41.2193
CO2tex_reverse_num2,116.7646
CO2tex_reverse_num3,117.9984
CO2tex_reverse_num4,121.1028
CRNtex_reverse_num1,41.2193
CRNtex_reverse_num2,116.7646
CRNtex_reverse_num3,117.9984
CRNtex_reverse_num4,121.1028
DINStex_reverse_num1,41.2193
DINStex_reverse_num2,116.7646
DINStex_reverse_num3,117.9984
DINStex_reverse_num4,121.1028
DMStex_reverse_num1,41.2193
DMStex_reverse_num2,116.7646
DMStex_reverse_num3,117.9984
DMStex_reverse_num4,121.1028
CSNtex_reverse_num1,41.2193
CSNtex_reverse_num2,116.7646
CSNtex_reverse_num3,117.9984
CSNtex_reverse_num4,121.1028
CYNTtex_reverse_num1,117.9984
CYNTtex_reverse_num2,121.1028
CYNTtex_reverse_num3,116.7646
CYNTtex_reverse_num4,41.2193
CYStex_reverse_num1,41.2193
CYStex_reverse_num2,116.7646
CYStex_reverse_num3,117.9984
CYStex_reverse_num4,121.1028
CYTDtex_reverse_num1,41.2193
CYTDtex_reverse_num2,116.7646
CYTDtex_reverse_num3,117.9984
CYTDtex_reverse_num4,121.1028
DCAtex_reverse_num1,41.2193
DCAtex_reverse_num2,116.7646
DCAtex_reverse_num3,117.9984
DCAtex_reverse_num4,121.1028
DCYTtex_reverse,33.5886
DGSNtex_reverse_num1,41.2193
DGSNtex_reverse_num2,116.7646
DGSNtex_reverse_num3,117.9984
DGSNtex_reverse_num4,121.1028
LCTStex_reverse_num1,41.2193
LCTStex_reverse_num2,116.7646
LCTStex_reverse_num3,117.9984
LCTStex_reverse_num4,121.1028
LEUtex_reverse_num1,41.2193
LEUtex_reverse_num2,116.7646
LEUtex_reverse_num3,117.9984
LEUtex_reverse_num4,121.1028
LYStex_reverse_num1,41.2193
LYStex_reverse_num2,116.7646
LYStex_reverse_num3,117.9984
LYStex_reverse_num4,121.1028
LYXtex_reverse_num1,41.2193
LYXtex_reverse_num2,116.7646
LYXtex_reverse_num3,117.9984
LYXtex_reverse_num4,121.1028
MANtex_reverse_num1,41.2193
MANtex_reverse_num2,116.7646
MANtex_reverse_num3,117.9984
MANtex_reverse_num4,121.1028
MAN6Ptex_reverse_num1,117.9984
MAN6Ptex_reverse_num2,121.1028
MAN6Ptex_reverse_num3,116.7646
MAN6Ptex_reverse_num4,41.2193
MELIBtex_reverse_num1,41.2193
MELIBtex_reverse_num2,116.7646
MELIBtex_reverse_num3,117.9984
MELIBtex_reverse_num4,121.1028
DMSOtex_reverse_num1,41.2193
DMSOtex_reverse_num2,116.7646
DMSOtex_reverse_num3,117.9984
DMSOtex_reverse_num4,121.1028
DURItex_reverse,33.5886
FRUtex_reverse_num1,41.2193
FRUtex_reverse_num2,116.7646
FRUtex_reverse_num3,117.9984
FRUtex_reverse_num4,121.1028
FUCtex_reverse_num1,41.2193
FUCtex_reverse_num2,116.7646
FUCtex_reverse_num3,117.9984
FUCtex_reverse_num4,121.1028
FUMtex_reverse_num1,41.2193
FUMtex_reverse_num2,116.7646
FUMtex_reverse_num3,117.9984
FUMtex_reverse_num4,121.1028
ACACT5r_reverse_num1,81.7516
ACACT5r_reverse_num2,46.53
FE2tex_reverse_num1,116.7646
FE2tex_reverse_num2,41.2193
FE2tex_reverse_num3,121.1028
FE2tex_reverse_num4,117.9984
NMNtex_reverse_num1,41.2193
NMNtex_reverse_num2,116.7646
NMNtex_reverse_num3,117.9984
NMNtex_reverse_num4,121.1028
NO2tex_reverse_num1,41.2193
NO2tex_reverse_num2,116.7646
NO2tex_reverse_num3,117.9984
NO2tex_reverse_num4,121.1028
MTHFC_reverse,62.0868
MTHFD_reverse,62.0868
BUTt2rpp_reverse,47.5272
GDPtex_reverse_num1,121.1028
GDPtex_reverse_num2,117.9984
GDPtex_reverse_num3,41.2193
GDPtex_reverse_num4,116.7646
TMAtex_reverse_num1,41.2193
TMAtex_reverse_num2,116.7646
TMAtex_reverse_num3,117.9984
TMAtex_reverse_num4,121.1028
TMAOtex_reverse_num1,41.2193
TMAOtex_reverse_num2,116.7646
TMAOtex_reverse_num3,117.9984
TMAOtex_reverse_num4,121.1028
TREtex_reverse_num1,41.2193
TREtex_reverse_num2,116.7646
TREtex_reverse_num3,117.9984
TREtex_reverse_num4,121.1028
ACACT6r_reverse_num1,46.53
ACACT6r_reverse_num2,81.7516
TRPtex_reverse_num1,41.2193
TRPtex_reverse_num2,116.7646
TRPtex_reverse_num3,117.9984
TRPtex_reverse_num4,121.1028
TSULtex_reverse_num1,41.2193
TSULtex_reverse_num2,116.7646
TSULtex_reverse_num3,117.9984
TSULtex_reverse_num4,121.1028
TYRtex_reverse_num1,41.2193
TYRtex_reverse_num2,116.7646
TYRtex_reverse_num3,117.9984
TYRtex_reverse_num4,121.1028
URAtex_reverse_num1,41.2193
URAtex_reverse_num2,116.7646
URAtex_reverse_num3,117.9984
URAtex_reverse_num4,121.1028
UREAtex_reverse_num1,41.2193
UREAtex_reverse_num2,116.7646
UREAtex_reverse_num3,117.9984
UREAtex_reverse_num4,121.1028
URItex_reverse,33.5886
VALtex_reverse_num1,41.2193
VALtex_reverse_num2,116.7646
VALtex_reverse_num3,117.9984
VALtex_reverse_num4,121.1028
XANtex_reverse_num1,41.2193
XANtex_reverse_num2,116.7646
XANtex_reverse_num3,117.9984
XANtex_reverse_num4,121.1028
XYLtex_reverse_num1,41.2193
XYLtex_reverse_num2,116.7646
XYLtex_reverse_num3,117.9984
XYLtex_reverse_num4,121.1028
ABUTtex_reverse_num1,41.2193
ABUTtex_reverse_num2,116.7646
ABUTtex_reverse_num3,117.9984
ABUTtex_reverse_num4,121.1028
GGGABADr_reverse,53.418
MALTATr_reverse,60.2873
23CAMPtex_reverse_num1,41.2193
23CAMPtex_reverse_num2,116.7646
23CAMPtex_reverse_num3,117.9984
23CAMPtex_reverse_num4,121.1028
23CCMPtex_reverse_num1,41.2193
23CCMPtex_reverse_num2,116.7646
23CCMPtex_reverse_num3,117.9984
23CCMPtex_reverse_num4,121.1028
23CUMPtex_reverse_num1,41.2193
23CUMPtex_reverse_num2,116.7646
23CUMPtex_reverse_num3,117.9984
23CUMPtex_reverse_num4,121.1028
23CGMPtex_reverse_num1,41.2193
23CGMPtex_reverse_num2,116.7646
23CGMPtex_reverse_num3,117.9984
23CGMPtex_reverse_num4,121.1028
3AMPtex_reverse_num1,41.2193
3AMPtex_reverse_num2,116.7646
3AMPtex_reverse_num3,117.9984
3AMPtex_reverse_num4,121.1028
3CMPtex_reverse_num1,41.2193
3CMPtex_reverse_num2,116.7646
3CMPtex_reverse_num3,117.9984
3CMPtex_reverse_num4,121.1028
ALAGLUE_reverse,34.6736
ETHSO3tex_reverse_num1,41.2193
ETHSO3tex_reverse_num2,116.7646
ETHSO3tex_reverse_num3,117.9984
ETHSO3tex_reverse_num4,121.1028
BUTSO3tex_reverse_num1,41.2193
BUTSO3tex_reverse_num2,116.7646
BUTSO3tex_reverse_num3,117.9984
BUTSO3tex_reverse_num4,121.1028
LIPOtex_reverse_num1,117.9984
LIPOtex_reverse_num2,41.2193
LIPOtex_reverse_num3,121.1028
LIPOtex_reverse_num4,116.7646
GALBDtex_reverse_num1,117.9984
GALBDtex_reverse_num2,121.1028
GALBDtex_reverse_num3,116.7646
GALBDtex_reverse_num4,41.2193
SULFACtex_reverse_num1,116.7646
SULFACtex_reverse_num2,41.2193
SULFACtex_reverse_num3,121.1028
SULFACtex_reverse_num4,117.9984
NOtex_reverse_num1,41.2193
NOtex_reverse_num2,116.7646
NOtex_reverse_num3,117.9984
NOtex_reverse_num4,121.1028
N2Otex_reverse_num1,41.2193
N2Otex_reverse_num2,116.7646
N2Otex_reverse_num3,117.9984
N2Otex_reverse_num4,121.1028
CRNt2rpp_reverse,109.6903
CRNDt2rpp_reverse,109.6903
CTBTt2rpp_reverse,109.6903
PEAMNtex_reverse_num1,41.2193
PEAMNtex_reverse_num2,116.7646
PEAMNtex_reverse_num3,117.9984
PEAMNtex_reverse_num4,121.1028
PACALDtex_reverse_num1,41.2193
PACALDtex_reverse_num2,116.7646
PACALDtex_reverse_num3,117.9984
PACALDtex_reverse_num4,121.1028
CYANtex_reverse_num1,41.2193
CYANtex_reverse_num2,116.7646
CYANtex_reverse_num3,117.9984
CYANtex_reverse_num4,121.1028
SO3tex_reverse_num1,41.2193
SO3tex_reverse_num2,116.7646
SO3tex_reverse_num3,117.9984
SO3tex_reverse_num4,121.1028
TCYNTtex_reverse_num1,41.2193
TCYNTtex_reverse_num2,116.7646
TCYNTtex_reverse_num3,117.9984
TCYNTtex_reverse_num4,121.1028
METSOX1tex_reverse_num1,41.2193
METSOX1tex_reverse_num2,116.7646
METSOX1tex_reverse_num3,117.9984
METSOX1tex_reverse_num4,121.1028
METSOX2tex_reverse_num1,41.2193
METSOX2tex_reverse_num2,116.7646
METSOX2tex_reverse_num3,117.9984
METSOX2tex_reverse_num4,121.1028
3UMPtex_reverse_num1,41.2193
3UMPtex_reverse_num2,116.7646
3UMPtex_reverse_num3,117.9984
3UMPtex_reverse_num4,121.1028
3GMPtex_reverse_num1,41.2193
3GMPtex_reverse_num2,116.7646
3GMPtex_reverse_num3,117.9984
3GMPtex_reverse_num4,121.1028
DOPAtex_reverse_num1,41.2193
DOPAtex_reverse_num2,116.7646
DOPAtex_reverse_num3,117.9984
DOPAtex_reverse_num4,121.1028
4HOXPACDtex_reverse_num1,41.2193
4HOXPACDtex_reverse_num2,116.7646
4HOXPACDtex_reverse_num3,117.9984
4HOXPACDtex_reverse_num4,121.1028
ETHAtex_reverse_num1,41.2193
ETHAtex_reverse_num2,116.7646
ETHAtex_reverse_num3,117.9984
ETHAtex_reverse_num4,121.1028
G3PStex_reverse_num1,41.2193
G3PStex_reverse_num2,116.7646
G3PStex_reverse_num3,117.9984
G3PStex_reverse_num4,121.1028
ACGAL1Ptex_reverse_num1,41.2193
ACGAL1Ptex_reverse_num2,116.7646
ACGAL1Ptex_reverse_num3,117.9984
ACGAL1Ptex_reverse_num4,121.1028
ACGALtex_reverse_num1,41.2193
ACGALtex_reverse_num2,116.7646
ACGALtex_reverse_num3,117.9984
ACGALtex_reverse_num4,121.1028
GLCUR1Ptex_reverse_num1,41.2193
GLCUR1Ptex_reverse_num2,116.7646
GLCUR1Ptex_reverse_num3,117.9984
GLCUR1Ptex_reverse_num4,121.1028
UDPGLCURtex_reverse_num1,41.2193
UDPGLCURtex_reverse_num2,116.7646
UDPGLCURtex_reverse_num3,117.9984
UDPGLCURtex_reverse_num4,121.1028
ISETACtex_reverse_num1,41.2193
ISETACtex_reverse_num2,116.7646
ISETACtex_reverse_num3,117.9984
ISETACtex_reverse_num4,121.1028
UDPGtex_reverse_num1,41.2193
UDPGtex_reverse_num2,116.7646
UDPGtex_reverse_num3,117.9984
UDPGtex_reverse_num4,121.1028
UDPGALtex_reverse_num1,121.1028
UDPGALtex_reverse_num2,117.9984
UDPGALtex_reverse_num3,41.2193
UDPGALtex_reverse_num4,116.7646
ACGAM1Ptex_reverse_num1,41.2193
ACGAM1Ptex_reverse_num2,116.7646
ACGAM1Ptex_reverse_num3,117.9984
ACGAM1Ptex_reverse_num4,121.1028
UACGAMtex_reverse_num1,41.2193
UACGAMtex_reverse_num2,116.7646
UACGAMtex_reverse_num3,117.9984
UACGAMtex_reverse_num4,121.1028
UDPACGALtex_reverse_num1,41.2193
UDPACGALtex_reverse_num2,116.7646
UDPACGALtex_reverse_num3,117.9984
UDPACGALtex_reverse_num4,121.1028
CBLAT_reverse,21.9986
MSO3tex_reverse_num1,41.2193
MSO3tex_reverse_num2,116.7646
MSO3tex_reverse_num3,117.9984
MSO3tex_reverse_num4,121.1028
ARABDI_reverse,389.8559
GLYC2Ptex_reverse_num1,41.2193
GLYC2Ptex_reverse_num2,116.7646
GLYC2Ptex_reverse_num3,117.9984
GLYC2Ptex_reverse_num4,121.1028
PSERtex_reverse_num1,41.2193
PSERtex_reverse_num2,116.7646
PSERtex_reverse_num3,117.9984
PSERtex_reverse_num4,121.1028
R5Ptex_reverse_num1,41.2193
R5Ptex_reverse_num2,116.7646
R5Ptex_reverse_num3,117.9984
R5Ptex_reverse_num4,121.1028
THRPtex_reverse_num1,41.2193
THRPtex_reverse_num2,116.7646
THRPtex_reverse_num3,117.9984
THRPtex_reverse_num4,121.1028
TYRPtex_reverse_num1,41.2193
TYRPtex_reverse_num2,116.7646
TYRPtex_reverse_num3,117.9984
TYRPtex_reverse_num4,121.1028
CITtex_reverse_num1,41.2193
CITtex_reverse_num2,116.7646
CITtex_reverse_num3,117.9984
CITtex_reverse_num4,121.1028
ACGAtex_reverse_num1,41.2193
ACGAtex_reverse_num2,116.7646
ACGAtex_reverse_num3,117.9984
ACGAtex_reverse_num4,121.1028
IDONt2rpp_reverse,46.0407
G6Ptex_reverse_num1,41.2193
G6Ptex_reverse_num2,116.7646
G6Ptex_reverse_num3,117.9984
G6Ptex_reverse_num4,121.1028
MOBDtex_reverse_num1,41.2193
MOBDtex_reverse_num2,116.7646
MOBDtex_reverse_num3,117.9984
MOBDtex_reverse_num4,121.1028
NI2tex_reverse_num1,41.2193
NI2tex_reverse_num2,116.7646
NI2tex_reverse_num3,117.9984
NI2tex_reverse_num4,121.1028
L_LACt2rpp_reverse_num1,59.1674
L_LACt2rpp_reverse_num2,58.9194
NH4tpp_reverse,133.5425
NO2t2rpp_reverse_num1,49.6928
NO2t2rpp_reverse_num2,28.5622
FRULYSDG_reverse,462.8254
PROt2rpp_reverse_num1,109.6903
PROt2rpp_reverse_num2,50.2151
H2O2tex_reverse_num1,41.2193
H2O2tex_reverse_num2,116.7646
H2O2tex_reverse_num3,117.9984
H2O2tex_reverse_num4,121.1028
ALLPI_reverse,32.1463
ALLULPE_reverse,26.1089
ADEtex_reverse_num1,41.2193
ADEtex_reverse_num2,116.7646
ADEtex_reverse_num3,117.9984
ADEtex_reverse_num4,121.1028
ADNtex_reverse,33.5886
AGMtex_reverse_num1,41.2193
AGMtex_reverse_num2,116.7646
AGMtex_reverse_num3,117.9984
AGMtex_reverse_num4,121.1028
ALAtex_reverse_num1,121.1028
ALAtex_reverse_num2,116.7646
ALAtex_reverse_num3,41.2193
ALAtex_reverse_num4,117.9984
BALAtex_reverse_num1,41.2193
BALAtex_reverse_num2,116.7646
BALAtex_reverse_num3,117.9984
BALAtex_reverse_num4,121.1028
DALAtex_reverse_num1,41.2193
DALAtex_reverse_num2,116.7646
DALAtex_reverse_num3,117.9984
DALAtex_reverse_num4,121.1028
AMPtex_reverse_num1,117.9984
AMPtex_reverse_num2,121.1028
AMPtex_reverse_num3,116.7646
AMPtex_reverse_num4,41.2193
ARBtex_reverse_num1,41.2193
ARBtex_reverse_num2,116.7646
ARBtex_reverse_num3,117.9984
ARBtex_reverse_num4,121.1028
ARGtex_reverse_num1,41.2193
ARGtex_reverse_num2,116.7646
ARGtex_reverse_num3,117.9984
ARGtex_reverse_num4,121.1028
ASCBtex_reverse_num1,41.2193
ASCBtex_reverse_num2,116.7646
ASCBtex_reverse_num3,117.9984
ASCBtex_reverse_num4,121.1028
MMETtex_reverse_num1,41.2193
MMETtex_reverse_num2,116.7646
MMETtex_reverse_num3,117.9984
MMETtex_reverse_num4,121.1028
FE3tex_reverse_num1,41.2193
FE3tex_reverse_num2,116.7646
FE3tex_reverse_num3,117.9984
FE3tex_reverse_num4,121.1028
MG2tex_reverse_num1,41.2193
MG2tex_reverse_num2,116.7646
MG2tex_reverse_num3,117.9984
MG2tex_reverse_num4,121.1028
Zn2tex_reverse_num1,41.2193
Zn2tex_reverse_num2,116.7646
Zn2tex_reverse_num3,117.9984
Zn2tex_reverse_num4,121.1028
CD2tex_reverse_num1,41.2193
CD2tex_reverse_num2,116.7646
CD2tex_reverse_num3,117.9984
CD2tex_reverse_num4,121.1028
GLUABUTt7pp_reverse,55.076
GLUt2rpp_reverse,47.1586
GLYALDtpp_reverse,119.1185
DHPTPE_reverse,112.6549
ASO3tex_reverse_num1,41.2193
ASO3tex_reverse_num2,116.7646
ASO3tex_reverse_num3,117.9984
ASO3tex_reverse_num4,121.1028
MANGLYCtex_reverse_num1,41.2193
MANGLYCtex_reverse_num2,116.7646
MANGLYCtex_reverse_num3,117.9984
MANGLYCtex_reverse_num4,121.1028
FRUURt2rpp_reverse,47.1374
